WSO2 Enterprise Service Bus,30/09/2015,AAA Club Alliance,2
WSO2 Data Services Server,30/09/2015,AAA Club Alliance,2
WSO2 Message Broker,30/09/2015,AAA Club Alliance,2
WSO2 Identity Server,26/09/2015,AAA Life Insurance,2
WSO2 Identity Server,1/4/16,ACT .org,2
WSO2 API Manager,1/4/16,ACT .org,3
WSO2 Business Activity Monitor,1/4/16,ACT .org,1
WSO2 Business Process Server,1/4/16,ACT .org,1
WSO2 Enterprise Service Bus,13/01/2016,Alberta Motor Association,2
WSO2 Application Server,13/01/2016,Alberta Motor Association,2
WSO2 API Manager,14/12/2014,Align Technology,3
WSO2 Identity Server,14/12/2014,Align Technology,3
WSO2 Enterprise Service Bus,12/12/15,Alliance Bernstein,1
WSO2 Enterprise Service Bus,1/1/16,Alliander,1
WSO2 Identity Server,1/1/16,Alliander,1
WSO2 API Manager,1/1/16,Alliander,1
WSO2 Enterprise Service Bus,1/1/16,American Express,2
WSO2 Enterprise Service Bus,13/01/2016,American Fidelity Assurance,1
WSO2 Identity Server,13/01/2016,American Fidelity Assurance,1
WSO2 Governance Registry,13/01/2016,American Fidelity Assurance,1
WSO2 API Manager,13/01/2016,American Fidelity Assurance,1
WSO2 Message Broker,13/01/2016,American Fidelity Assurance,1
WSO2 Enterprise Service Bus,12/11/15,AMP Bank Limited,2
WSO2 Enterprise Service Bus,10/11/15,AMP Bank Limited,2
WSO2 Business Process Server,10/11/15,AMP Bank Limited,2
WSO2 API Manager,10/11/15,AMP Bank Limited,4
WSO2 Governance Registry,12/10/15,Banco Popular Dominicano,1
WSO2 Enterprise Service Bus,19/11/2015,Barclays (ABSA),2
WSO2 API Manager,19/11/2015,Barclays (ABSA),2
WSO2 API Manager,10/11/15,Barnes & Noble,4
WSO2 Business Activity Monitor,10/11/15,Barnes & Noble,3
WSO2 Enterprise Service Bus,31/10/2015,Bloomberg,2
WSO2 Data Services Server,31/10/2015,Bloomberg,2
WSO2 API Manager,31/10/2015,Bloomberg,2
WSO2 Business Activity Monitor,31/10/2015,Bloomberg,2
WSO2 Enterprise Service Bus,1/7/16,BLS AG,1
WSO2 Enterprise Service Bus,17/11/2015,BNY Mellon,32
WSO2 Business Activity Monitor,17/11/2015,BNY Mellon,16
WSO2 Complex Event Processing Server,17/11/2015,BNY Mellon,8
WSO2 Enterprise Service Bus,17/11/2015,BNY Mellon,32
WSO2 Business Activity Monitor,17/11/2015,BNY Mellon,16
WSO2 Complex Event Processing Server,17/11/2015,BNY Mellon,8
WSO2 Enterprise Service Bus,17/11/2015,BNY Mellon,4
WSO2 API Manager,17/11/2015,BNY Mellon,20
WSO2 Governance Registry,17/11/2015,BNY Mellon,8
WSO2 Enterprise Service Bus,17/11/2015,BNY Mellon,4
WSO2 API Manager,17/11/2015,BNY Mellon,20
WSO2 Governance Registry,17/11/2015,BNY Mellon,8
WSO2 Business Activity Monitor,17/11/2015,BNY Mellon,4
WSO2 API Manager,12/2/16,Cablevision,5
WSO2 Identity Server,12/2/16,Cablevision,2
WSO2 Data Services Server,12/2/16,Cablevision,2
WSO2 API Manager,7/3/16,Cadreon,2
WSO2 Enterprise Service Bus,1/10/15,Capital Group,4
WSO2 Governance Registry,1/10/15,Capital Group,2
WSO2 Data Services Server,1/10/15,Capital Group,2
WSO2 API Manager,15/09/2015,CBA,1
WSO2 API Manager,15/09/2015,CBA,1
WSO2 Enterprise Service Bus,15/09/2015,CBA,1
WSO2 API Manager,15/09/2015,CBA,2
WSO2 API Manager,18/11/2015,CenturyLink,4
WSO2 API Manager,18/11/2015,CenturyLink,4
WSO2 API Manager,18/11/2015,CenturyLink,4
WSO2 API Manager,26/10/2015,Cetera Financial Group,1
WSO2 Data Services Server,26/10/2015,Cetera Financial Group,1
WSO2 Enterprise Service Bus,16/09/2015,Chaparral Energy,1
WSO2 Data Services Server,16/09/2015,Chaparral Energy,1
WSO2 Enterprise Service Bus,31/01/2016,CINECA,1
WSO2 Identity Server,31/01/2016,CINECA,1
WSO2 Governance Registry,31/01/2016,CINECA,1
WSO2 Enterprise Service Bus,12/10/15,CIRB,4
WSO2 Identity Server,12/10/15,CIRB,2
WSO2 API Manager,11/12/15,Cisco Systems US,2
WSO2 API Manager,1/9/15,Cisco Systems US,2
WSO2 Enterprise Service Bus,30/09/2015,Commercial Credit PLC,3
Any WSO2 Carbon product,1/1/16,Concur Technologies Ltd,18
WSO2 Enterprise Service Bus,1/1/16,Concur Technologies Ltd,1
WSO2 Business Process Server,1/1/16,Concur Technologies Ltd,1
WSO2 Application Server,1/1/16,Concur Technologies Ltd,1
WSO2 Enterprise Service Bus,1/7/16,CSI Piemonte (www.csi.it),12
WSO2 Governance Registry,1/7/16,CSI Piemonte (www.csi.it),1
WSO2 Business Activity Monitor,1/7/16,CSI Piemonte (www.csi.it),4
WSO2 API Manager,1/7/16,CSI Piemonte (www.csi.it),3
WSO2 Enterprise Service Bus,16/09/2015,CXtec,1
WSO2 Identity Server,1/1/16,Digipolis Antwerpen,2
WSO2 API Manager,1/10/14,Digipolis Antwerpen,1
WSO2 Enterprise Service Bus,1/10/14,Digipolis Antwerpen,1
WSO2 Enterprise Service Bus,1/1/16,Directorate-General of Customs and Indirect Taxes,6
WSO2 Application Server,1/11/15,Dominos Pizza,2
WSO2 Business Process Server,1/11/15,Dominos Pizza,2
WSO2 Enterprise Service Bus,1/11/15,Dominos Pizza,2
WSO2 Governance Registry,1/11/15,Dominos Pizza,1
WSO2 Message Broker,1/11/15,Dominos Pizza,2
WSO2 API Manager,1/11/15,Dubai EGovernment,1
WSO2 Business Activity Monitor,1/11/15,Dubai EGovernment,1
WSO2 Data Services Server,1/11/15,Dubai EGovernment,1
WSO2 Identity Server,1/11/15,Dubai EGovernment,2
WSO2 API Manager,14/10/2015,E.On Business Services GmbH,4
WSO2 Enterprise Service Bus,14/10/2015,E.On Business Services GmbH,2
WSO2 Identity Server,18/04/2016,E*Trade Financial,2
WSO2 Enterprise Service Bus,1/1/16,eBay,128
WSO2 Enterprise Service Bus,1/1/16,eBay,384
WSO2 API Manager,1/1/15,EB Games,2
WSO2 Enterprise Service Bus,1/9/15,Editora Globo S/A,1
WSO2 Enterprise Service Bus,16/12/2016,E-Government Center of the Republic of Moldova,2
WSO2 Business Activity Monitor,16/12/2016,E-Government Center of the Republic of Moldova,2
WSO2 Identity Server,16/12/2016,E-Government Center of the Republic of Moldova,2
WSO2 Governance Registry,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Data Services Server,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Complex Event Processing Server,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Business Process Server,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Business Rules Server,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 API Manager,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Application Server,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Cassandra Profile,16/12/2016,E-Government Center of the Republic of Moldova,1
WSO2 Enterprise Service Bus,16/09/2016,E-Government Center of the Republic of Moldova,2
WSO2 Identity Server,16/09/2016,E-Government Center of the Republic of Moldova,2
WSO2 Business Activity Monitor,16/09/2016,E-Government Center of the Republic of Moldova,2
WSO2 Governance Registry,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Complex Event Processing Server,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Data Services Server,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Business Process Server,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Business Rules Server,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 API Manager,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Application Server,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Cassandra Profile,16/09/2016,E-Government Center of the Republic of Moldova,1
WSO2 Enterprise Service Bus,16/06/2016,E-Government Center of the Republic of Moldova,2
WSO2 Business Activity Monitor,16/06/2016,E-Government Center of the Republic of Moldova,2
WSO2 Identity Server,16/06/2016,E-Government Center of the Republic of Moldova,2
WSO2 Governance Registry,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Data Services Server,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Complex Event Processing Server,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Business Process Server,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Business Rules Server,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 API Manager,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Application Server,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Cassandra Profile,16/06/2016,E-Government Center of the Republic of Moldova,1
WSO2 Enterprise Service Bus,14/12/2015,Expedia Inc,1
WSO2 Data Services Server,14/12/2015,Expedia Inc,1
WSO2 API Manager,15/03/2016,Express Scripts,7
WSO2 Business Activity Monitor,15/03/2016,Express Scripts,2
WSO2 Enterprise Service Bus,1/1/16,Fidelity Investments,58
WSO2 Governance Registry,1/1/16,Fidelity Investments,2
WSO2 API Manager,1/1/16,Fidelity Investments,18
WSO2 Message Broker,1/1/16,Fidelity Investments,18
WSO2 Enterprise Service Bus,1/12/15,FOD Mobiliteit,2
WSO2 Enterprise Service Bus,5/11/15,Follett,1
WSO2 Enterprise Mobility Manager,16/09/2015,France Televisions,1
WSO2 Application Server,1/7/15,Front Porch Digital,3
WSO2 Application Server,1/7/15,Front Porch Digital,28
WSO2 Enterprise Service Bus,15/01/2016,Gireve,1
WSO2 Enterprise Service Bus,1/11/15,Harland Clarke Holdings,5
Any WSO2 Carbon product,16/06/2016,Hilton,15
Any WSO2 Carbon product,16/09/2016,Hilton,35
WSO2 Data Services Server,13/10/2015,HMRC,5
WSO2 API Manager,13/10/2015,HMRC,4
WSO2 Enterprise Service Bus,13/10/2015,HMRC,6
WSO2 Governance Registry,13/10/2015,HMRC,2
WSO2 API Manager,18/12/2015,HMRC,7
WSO2 Enterprise Service Bus,15/12/2015,HNB PLC,2
WSO2 Business Activity Monitor,15/12/2015,HNB PLC,1
WSO2 Message Broker,15/12/2015,HNB PLC,2
WSO2 Complex Event Processing Server,15/12/2015,HNB PLC,1
WSO2 API Manager,30/11/2015,Home Office,3
WSO2 Identity Server,30/11/2015,Home Office,2
WSO2 Data Services Server,26/10/2015,Honda Brasil,2
WSO2 Enterprise Service Bus,26/10/2015,Honda Brasil,2
WSO2 Enterprise Service Bus,1/10/15,I-bridge BV (a Randstad Company),2
WSO2 Identity Server,25/09/2015,Idaho Health And Welfare,2
WSO2 API Manager,31/03/2016,IJET International,2
WSO2 Identity Server,31/03/2016,IJET International,1
WSO2 Data Services Server,1/1/16,ISS Facility Services,1
WSO2 Enterprise Service Bus,1/1/16,ISS Facility Services,1
WSO2 Application Server,1/1/16,Kaiser Permanente - TPMG,6
WSO2 Enterprise Service Bus,1/1/16,Kaiser Permanente - TPMG,4
WSO2 API Manager,1/1/16,Kaiser Permanente - TPMG,9
WSO2 Enterprise Service Bus,21/09/2015,KPMG,2
WSO2 Business Process Server,21/09/2015,KPMG,2
WSO2 Governance Registry,21/09/2015,KPMG,1
WSO2 API Manager,22/10/2015,Metro Group / Metrosystems,5
WSO2 Enterprise Service Bus,24/11/2015,Ministry Of Business Innovation And Employement (MBIE),4
WSO2 Governance Registry,24/11/2015,Ministry Of Business Innovation And Employement (MBIE),1
WSO2 Data Services Server,24/11/2015,Ministry Of Business Innovation And Employement (MBIE),2
WSO2 API Manager,24/11/2015,Ministry Of Business Innovation And Employement (MBIE),1
WSO2 API Manager,1/7/16,Ministry Of Business Innovation And Employement (MBIE),4
WSO2 Governance Registry,1/7/16,Ministry Of Business Innovation And Employement (MBIE),1
WSO2 Enterprise Service Bus,1/7/16,Ministry Of Business Innovation And Employement (MBIE),4
WSO2 Data Services Server,1/7/16,Ministry Of Business Innovation And Employement (MBIE),2
WSO2 Identity Server,1/7/16,Ministry Of Business Innovation And Employement (MBIE),2
WSO2 Enterprise Service Bus,7/3/16,Mutual of America,2
WSO2 Governance Registry,7/3/16,Mutual of America,2
WSO2 Elastic Load Balancer (discontinued),7/3/16,Mutual of America,2
WSO2 API Manager,5/11/15,National Geographic Society,1
WSO2 API Manager,7/3/16,Nissan North America,6
WSO2 Business Activity Monitor,7/3/16,Nissan North America,2
WSO2 Identity Server,7/3/16,Nissan North America,2
WSO2 Identity Server,25/02/2016,Nutanix Inc,2
WSO2 Business Activity Monitor,4/4/16,Ordnance Survey,1
WSO2 API Manager,4/4/16,Ordnance Survey,7
WSO2 Identity Server,4/4/16,Ordnance Survey,2
WSO2 Identity Server,16/11/2015,PA Consulting Group,2
WSO2 Enterprise Service Bus,17/11/2015,Pershing LLC,8
WSO2 Governance Registry,19/10/2015,PG&E Corporation,1
WSO2 Enterprise Service Bus,15/12/2015,Prudential,3
WSO2 Application Server,5/10/15,PUCPR,2
WSO2 Enterprise Service Bus,5/10/15,PUCPR,2
WSO2 Data Services Server,5/10/15,PUCPR,2
WSO2 Identity Server,1/12/15,Quby B.V.,1
WSO2 API Manager,15/12/2015,REED ELSEVIER,4
WSO2 Identity Server,15/12/2015,REED ELSEVIER,1
WSO2 Enterprise Service Bus,1/1/16,Repsol,4
WSO2 Message Broker,1/1/16,Repsol,2
WSO2 Business Activity Monitor,1/1/16,Repsol,2
WSO2 Governance Registry,1/1/16,Repsol,1
WSO2 Identity Server,11/2/16,Salzburg AG Fur Energie Verkehr & Telekommunikation,4
WSO2 API Manager,1/7/15,Schneider Electric,1
WSO2 Business Activity Monitor,1/7/15,Schneider Electric,1
WSO2 Business Process Server,1/7/15,Schneider Electric,1
WSO2 API Manager,31/03/2016,Schneider Electric,2
WSO2 Enterprise Service Bus,1/10/15,Schneider Electric,2
WSO2 API Manager,1/5/16,Schneider Electric,8
WSO2 API Manager,11/5/16,Seagate Technology,3
WSO2 Business Activity Monitor,11/5/16,Seagate Technology,3
WSO2 Data Services Server,8/1/16,Securitas Direct,4
WSO2 Application Server,8/1/16,Securitas Direct,4
WSO2 Enterprise Service Bus,8/1/16,Securitas Direct,2
WSO2 API Manager,7/12/15,SENAI-SC,1
WSO2 Identity Server,7/12/15,SENAI-SC,1
WSO2 Application Server,7/12/15,SENAI-SC,2
WSO2 Enterprise Service Bus,7/12/15,SENAI-SC,1
WSO2 API Manager,1/10/16,Smart Communications; Inc,8
WSO2 Enterprise Service Bus,1/10/16,Smart Communications; Inc,2
Nginx Plus,1/10/16,Smart Communications; Inc,2
WSO2 Identity Server,7/10/14,Spectrum Health,2
WSO2 Enterprise Service Bus,1/1/16,Staatsbosbeheer,1
WSO2 Enterprise Service Bus,31/12/2015,Suva,4
WSO2 Enterprise Service Bus,16/12/2015,Synchronoss Technologies,10
WSO2 Identity Server,16/12/2015,Synchronoss Technologies,2
WSO2 API Manager,16/12/2015,Synchronoss Technologies,37
WSO2 API Manager,15/12/2015,Syniverse Technologies,10
WSO2 Identity Server,15/12/2015,Syniverse Technologies,4
WSO2 Enterprise Service Bus,15/12/2015,Syniverse Technologies,4
WSO2 API Manager,1/10/15,Telecom Italia,10
WSO2 Enterprise Service Bus,1/10/15,Telecom Italia,4
WSO2 Identity Server,1/10/15,Telecom Italia,2
WSO2 Business Process Server,1/10/15,Telecom Italia,2
WSO2 Business Activity Monitor,1/10/15,Telecom Italia,2
Any WSO2 Carbon product,1/10/15,Telecom Italia,5
WSO2 API Manager,30/09/2015,Telefonica O2,3
WSO2 API Manager,1/10/16,The Boeing Company,2
WSO2 Application Server,1/10/16,The Boeing Company,4
WSO2 Data Services Server,1/10/16,The Boeing Company,2
WSO2 Enterprise Service Bus,1/10/16,The Boeing Company,2
WSO2 Identity Server,1/10/16,The Boeing Company,2
WSO2 Governance Registry,1/10/16,The Boeing Company,1
WSO2 Message Broker,1/10/16,The Boeing Company,1
WSO2 Storage Server,1/10/16,The Boeing Company,1
WSO2 API Manager,10/11/15,TicketNetwork,3
WSO2 Identity Server,10/11/15,TicketNetwork,1
WSO2 Business Activity Monitor,10/11/15,TicketNetwork,1
WSO2 Cassandra Profile,10/11/15,TicketNetwork,1
WSO2 Private PaaS,12/3/16,Transport For London,1
WSO2 Governance Registry,12/3/16,Transport For London,2
WSO2 Business Activity Monitor,12/3/16,Transport For London,2
WSO2 API Manager,12/3/16,Transport For London,2
WSO2 Enterprise Service Bus,12/3/16,Transport For London,2
WSO2 Data Services Server,12/3/16,Transport For London,2
WSO2 Business Process Server,12/3/16,Transport For London,2
WSO2 Business Rules Server,12/3/16,Transport For London,2
WSO2 Message Broker,12/3/16,Transport For London,2
WSO2 API Manager,1/4/16,Travis Perkins Plc,5
WSO2 Enterprise Service Bus,1/4/16,Travis Perkins Plc,4
WSO2 Data Services Server,1/4/16,Travis Perkins Plc,2
WSO2 Message Broker,1/4/16,Travis Perkins Plc,2
WSO2 Governance Registry,1/4/16,Travis Perkins Plc,1
WSO2 Business Activity Monitor,1/4/16,Travis Perkins Plc,4
WSO2 Identity Server,1/10/15,Trion Group;  a Marsh & McLennan Agency LLC Company,1
WSO2 Enterprise Service Bus,13/11/2015,Truvo Services & Technology B.V,1
WSO2 Enterprise Service Bus,12/1/15,T-Systems International GmbH,6
WSO2 Application Server,12/1/15,T-Systems International GmbH,2
WSO2 Business Activity Monitor,12/1/15,T-Systems International GmbH,2
WSO2 Elastic Load Balancer (discontinued),12/1/15,T-Systems International GmbH,2
WSO2 Identity Server,18/01/2016,UniSuper Management Pty Ltd,2
WSO2 Enterprise Service Bus,4/1/16,Universidad Siglo 21,1
WSO2 API Manager,1/11/15,University Of Michigan,3
WSO2 Enterprise Service Bus,1/11/15,University Of Michigan,1
WSO2 Data Services Server,1/11/15,University Of Michigan,1
WSO2 API Manager,31/01/2016,US Department of Justice,4
WSO2 Data Services Server,31/01/2016,US Department of Justice,1
WSO2 Identity Server,17/02/2016,Verifone,2
WSO2 API Manager,25/03/2016,Verizon Communications,6
WSO2 Enterprise Service Bus,15/12/2015,Vietnam International Bank,2
WSO2 Elastic Load Balancer (discontinued),15/12/2015,Vietnam International Bank,1
WSO2 API Manager,10/12/15,Virtusa,1
WSO2 Data Services Server,10/12/15,Virtusa,1
WSO2 Enterprise Service Bus,10/12/15,Virtusa,1
WSO2 Business Activity Monitor,10/12/15,Virtusa,1
WSO2 Enterprise Service Bus,30/04/2015,VT-S,2
WSO2 Enterprise Service Bus,1/5/15,VT-S,2
WSO2 Governance Registry,27/12/2015,Williams,1
WSO2 Message Broker,27/12/2015,Williams,3
WSO2 API Manager,27/12/2015,Williams,2
WSO2 Enterprise Service Bus,27/12/2015,Williams,2
WSO2 Data Services Server,27/12/2015,Williams,2
WSO2 Enterprise Service Bus,30/09/2015,Xerox State Healthcare,2
WSO2 Enterprise Service Bus,19/12/2015,XO Communications,6
WSO2 API Manager,1/8/16,Zeomega,1
WSO2 Enterprise Service Bus,1/8/16,Zeomega,1
